time_elapsed,pos1,pos2,pos3,vel1,vel2,vel3,torque1,torque2,torque3
2.019,-0.253158,-0.017670,1.340683,-0.320729,0.108704,2.000000,-1.622127,-31.955523,-5.466525
2.029,-0.256392,-0.016504,1.360683,-0.323447,0.116628,2.000000,-1.619640,-31.956073,-5.492265
2.039,-0.259654,-0.015258,1.380683,-0.326185,0.124620,2.000000,-1.617071,-31.956627,-5.515644
2.049,-0.262944,-0.013931,1.400683,-0.328944,0.132679,2.000000,-1.614420,-31.957184,-5.536624
2.059,-0.266261,-0.012523,1.420683,-0.331726,0.140800,2.000000,-1.611689,-31.957745,-5.555168
2.069,-0.269606,-0.011033,1.440683,-0.334531,0.148982,2.000000,-1.608878,-31.958310,-5.571241
2.079,-0.272980,-0.009461,1.460683,-0.337360,0.157220,2.000000,-1.605987,-31.958878,-5.584806
2.089,-0.276382,-0.007806,1.480683,-0.340212,0.165512,2.000000,-1.603016,-31.959450,-5.595828
2.099,-0.279813,-0.006067,1.500683,-0.343089,0.173854,2.000000,-1.599966,-31.960025,-5.604273
2.109,-0.283273,-0.004245,1.520683,-0.345992,0.182243,2.000000,-1.596838,-31.960604,-5.610106
2.119,-0.286762,-0.002338,1.540683,-0.348920,0.190675,2.000000,-1.593631,-31.961186,-5.613295
2.129,-0.290281,-0.000347,1.560683,-0.351875,0.199147,2.000000,-1.590346,-31.961771,-5.613808
2.139,-0.293829,0.001730,1.580683,-0.354858,0.207655,2.000000,-1.586984,-31.962360,-5.611613
2.149,-0.297408,0.003892,1.600683,-0.357868,0.216196,2.000000,-1.583545,-31.962952,-5.606679
2.159,-0.301017,0.006139,1.620683,-0.360906,0.224765,2.000000,-1.580029,-31.963548,-5.598978
2.169,-0.304657,0.008473,1.640683,-0.363973,0.233360,2.000000,-1.576436,-31.964146,-5.588482
2.179,-0.308327,0.010893,1.660683,-0.367069,0.241975,2.000000,-1.572768,-31.964747,-5.575163
2.189,-0.312029,0.013399,1.680683,-0.370196,0.250607,2.000000,-1.569025,-31.965352,-5.558997
2.199,-0.315763,0.015991,1.700683,-0.373352,0.259251,2.000000,-1.565206,-31.965959,-5.539959
2.209,-0.319528,0.018670,1.720683,-0.376540,0.267905,2.000000,-1.561312,-31.966570,-5.518027
2.219,-0.323326,0.021436,1.740683,-0.379759,0.276562,2.000000,-1.557345,-31.967183,-5.493179
2.229,-0.327156,0.024288,1.760683,-0.383009,0.285220,2.000000,-1.553303,-31.967799,-5.465397
2.239,-0.331019,0.027227,1.780683,-0.386292,0.293873,2.000000,-1.549188,-31.968418,-5.434662
2.249,-0.334915,0.030252,1.800683,-0.389607,0.302517,2.000000,-1.545000,-31.969039,-5.400959
2.259,-0.338844,0.033364,1.820683,-0.392955,0.311148,2.000000,-1.540740,-31.969663,-5.364275
2.269,-0.342808,0.036561,1.840683,-0.396335,0.319760,2.000000,-1.536407,-31.970290,-5.324596
2.279,-0.346805,0.039845,1.860683,-0.399749,0.328349,2.000000,-1.532002,-31.970919,-5.281915
2.289,-0.350837,0.043214,1.880683,-0.403197,0.336910,2.000000,-1.527526,-31.971551,-5.236222
2.299,-0.354904,0.046668,1.900683,-0.406678,0.345438,2.000000,-1.522979,-31.972185,-5.187513
2.309,-0.359006,0.050207,1.920683,-0.410193,0.353929,2.000000,-1.518361,-31.972821,-5.135785
2.319,-0.363143,0.053831,1.940683,-0.413742,0.362376,2.000000,-1.513673,-31.973460,-5.081037
2.329,-0.367317,0.057539,1.960683,-0.417325,0.370775,2.000000,-1.508915,-31.974100,-5.023271
2.339,-0.371526,0.061330,1.980683,-0.420941,0.379121,2.000000,-1.504088,-31.974743,-4.962492
2.349,-0.375772,0.065204,2.000683,-0.424592,0.387408,2.000000,-1.499191,-31.975389,-4.898707
2.359,-0.380055,0.069161,2.020683,-0.428275,0.395631,2.000000,-1.494226,-31.976036,-4.831927
2.369,-0.384375,0.073198,2.040683,-0.431993,0.403784,2.000000,-1.489193,-31.976685,-4.762163
2.379,-0.388732,0.077317,2.060683,-0.435743,0.411862,2.000000,-1.484092,-31.977336,-4.689432
2.389,-0.393127,0.081516,2.080683,-0.439526,0.419859,2.000000,-1.478924,-31.977988,-4.613752
2.399,-0.397561,0.085793,2.100683,-0.443341,0.427770,2.000000,-1.473688,-31.978643,-4.535145
2.409,-0.402033,0.090149,2.120683,-0.447188,0.435588,2.000000,-1.468386,-31.979299,-4.453635
2.419,-0.406543,0.094582,2.140683,-0.451067,0.443308,2.000000,-1.463018,-31.979957,-4.369251
2.429,-0.411093,0.099092,2.160683,-0.454976,0.450924,2.000000,-1.457584,-31.980617,-4.282024
2.439,-0.415682,0.103676,2.180683,-0.458915,0.458430,2.000000,-1.452085,-31.981278,-4.191987
2.450,-0.420311,0.108334,2.200683,-0.462882,0.465821,2.000000,-1.446521,-31.981940,-4.099179
2.459,-0.424980,0.113065,2.220683,-0.466879,0.473089,2.000000,-1.440892,-31.982604,-4.003639
2.469,-0.429689,0.117867,2.240683,-0.470902,0.480230,2.000000,-1.435199,-31.983269,-3.905412
2.479,-0.434438,0.122740,2.260683,-0.474951,0.487237,2.000000,-1.429442,-31.983936,-3.804546
2.489,-0.439229,0.127681,2.280683,-0.479026,0.494103,2.000000,-1.423622,-31.984604,-3.701090
2.500,-0.444060,0.132689,2.300683,-0.483124,0.500824,2.000000,-1.417739,-31.985272,-3.595100
2.509,-0.448932,0.137763,2.320683,-0.487245,0.507391,2.000000,-1.411793,-31.985942,-3.486632
2.519,-0.453846,0.142901,2.340683,-0.491387,0.513800,2.000000,-1.405785,-31.986613,-3.375747
2.529,-0.458802,0.148101,2.360683,-0.495548,0.520045,2.000000,-1.399715,-31.987285,-3.262509
2.539,-0.463799,0.153362,2.380683,-0.499727,0.526118,2.000000,-1.393584,-31.987958,-3.146986
2.549,-0.468838,0.158683,2.400683,-0.503922,0.532014,2.000000,-1.387393,-31.988632,-3.029248
2.559,-0.473919,0.164060,2.420683,-0.508131,0.537726,2.000000,-1.381140,-31.989306,-2.909369
2.569,-0.479043,0.169492,2.440683,-0.512353,0.543249,2.000000,-1.374828,-31.989981,-2.787425
2.579,-0.484209,0.174978,2.460683,-0.516586,0.548575,2.000000,-1.368455,-31.990656,-2.663497
2.589,-0.489417,0.180515,2.480683,-0.520826,0.553700,2.000000,-1.362024,-31.991333,-2.537667
2.599,-0.494668,0.186101,2.500683,-0.525073,0.558617,2.000000,-1.355533,-31.992009,-2.410022
2.609,-0.499961,0.191734,2.520683,-0.529324,0.563319,2.000000,-1.348984,-31.992686,-2.280650
2.619,-0.505297,0.197412,2.540683,-0.533577,0.567801,2.000000,-1.342377,-31.993364,-2.149644
2.629,-0.510675,0.203133,2.560683,-0.537828,0.572057,2.000000,-1.335712,-31.994041,-2.017096
2.639,-0.516096,0.208894,2.580683,-0.542076,0.576081,2.000000,-1.328989,-31.994719,-1.883104
2.649,-0.521559,0.214692,2.600683,-0.546319,0.579867,2.000000,-1.322210,-31.995397,-1.747767
2.659,-0.527065,0.220527,2.620683,-0.550552,0.583409,2.000000,-1.315375,-31.996076,-1.611187
2.669,-0.532612,0.226394,2.640683,-0.554775,0.586702,2.000000,-1.308483,-31.996754,-1.473466
2.679,-0.538202,0.232291,2.660683,-0.558983,0.589740,2.000000,-1.301535,-31.997432,-1.334710
2.689,-0.543834,0.238216,2.680683,-0.563174,0.592517,2.000000,-1.294533,-31.998110,-1.195027
2.699,-0.549507,0.244166,2.700683,-0.567346,0.595028,2.000000,-1.287475,-31.998788,-1.054526
2.709,-0.555222,0.250139,2.720683,-0.571495,0.597268,2.000000,-1.280363,-31.999465,-0.913316
2.719,-0.560978,0.256131,2.740683,-0.575617,0.599232,2.000000,-1.273197,-32.000142,-0.771510
2.729,-0.566776,0.262141,2.760683,-0.579712,0.600914,2.000000,-1.265977,-32.000819,-0.629221
2.739,-0.572613,0.268164,2.780683,-0.583774,0.602311,2.000000,-1.258704,-32.001496,-0.486562
2.749,-0.578491,0.274198,2.800683,-0.587802,0.603416,2.000000,-1.251378,-32.002172,-0.343647
2.759,-0.584409,0.280240,2.820683,-0.591792,0.604226,2.000000,-1.243999,-32.002847,-0.200592
2.769,-0.590367,0.286288,2.840682,-0.595740,0.604743,1.999956,-1.236569,-32.003522,-0.061240
2.779,-0.596363,0.292340,2.860665,-0.599627,0.605206,1.998221,-1.229086,-32.004196,-0.061955
2.789,-0.602397,0.298396,2.880613,-0.603450,0.605606,1.994807,-1.221553,-32.004869,-0.062670
2.799,-0.608469,0.304455,2.900510,-0.607205,0.605930,1.989728,-1.213968,-32.005541,-0.063383
2.809,-0.614578,0.310517,2.920340,-0.610889,0.606169,1.983002,-1.206334,-32.006212,-0.064096
2.819,-0.620723,0.316580,2.940086,-0.614500,0.606311,1.974646,-1.198649,-32.006883,-0.064808
2.829,-0.626904,0.322643,2.959733,-0.618036,0.606347,1.964682,-1.190914,-32.007552,-0.065520
2.839,-0.633119,0.328706,2.979265,-0.621494,0.606265,1.953134,-1.183131,-32.008221,-0.066230
2.850,-0.639367,0.334766,2.998665,-0.624873,0.606055,1.940025,-1.175298,-32.008888,-0.066939
2.859,-0.645649,0.340824,3.017919,-0.628172,0.605707,1.925383,-1.167417,-32.009553,-0.067647
2.869,-0.651963,0.346876,3.037011,-0.631388,0.605210,1.909236,-1.159488,-32.010218,-0.068354
2.879,-0.658308,0.352921,3.055927,-0.634522,0.604556,1.891614,-1.151511,-32.010881,-0.069059
2.889,-0.664684,0.358959,3.074653,-0.637572,0.603733,1.872548,-1.143488,-32.011543,-0.069764
2.899,-0.671089,0.364986,3.093173,-0.640539,0.602734,1.852072,-1.135417,-32.012203,-0.070466
2.909,-0.677524,0.371001,3.111476,-0.643421,0.601549,1.830219,-1.127300,-32.012862,-0.071168
2.919,-0.683986,0.377003,3.129546,-0.646220,0.600171,1.807024,-1.119137,-32.013519,-0.071868
2.929,-0.690475,0.382989,3.147371,-0.648936,0.598591,1.782524,-1.110928,-32.014174,-0.072566
2.939,-0.696991,0.388957,3.164939,-0.651569,0.596802,1.756755,-1.102674,-32.014828,-0.073263
2.949,-0.703532,0.394905,3.182236,-0.654120,0.594797,1.729755,-1.094375,-32.015479,-0.073958
2.959,-0.710098,0.400831,3.199252,-0.656590,0.592569,1.701562,-1.086032,-32.016129,-0.074651
2.969,-0.716688,0.406732,3.215974,-0.658980,0.590114,1.672215,-1.077645,-32.016777,-0.075342
2.979,-0.723301,0.412606,3.232391,-0.661292,0.587425,1.641752,-1.069214,-32.017423,-0.076031
2.989,-0.729936,0.418451,3.248494,-0.663513,0.584497,1.610213,-1.052224,-32.018067,-0.076719
3.000,-0.736592,0.424264,3.264270,-0.665659,0.581327,1.577630,-1.043665,-32.019348,-0.078087
3.009,-0.743270,0.430043,3.279710,-0.667731,0.577910,1.544050,-1.035064,-32.019985,-0.078768
3.019,-0.749967,0.435786,3.294806,-0.669732,0.574245,1.509512,-1.026421,-32.020620,-0.079447
3.029,-0.756684,0.441489,3.309546,-0.671662,0.570327,1.474055,-1.017737,-32.021252,-0.080123
3.039,-0.763419,0.447151,3.323923,-0.673524,0.566156,1.437718,-1.009013,-32.021882,-0.080797
3.049,-0.770172,0.452768,3.337929,-0.675319,0.561729,1.400539,-1.000248,-32.022509,-0.081469
3.059,-0.776942,0.458338,3.351554,-0.677051,0.557047,1.362557,-0.991443,-32.023134,-0.082138
3.069,-0.783730,0.463859,3.364792,-0.678719,0.552107,1.323810,-0.982599,-32.023757,-0.082805
3.079,-0.790533,0.469329,3.377636,-0.680327,0.546911,1.284334,-0.973715,-32.024376,-0.083468
3.089,-0.797352,0.474743,3.390077,-0.681876,0.541459,1.244165,-0.964793,-32.024993,-0.084130
3.099,-0.804185,0.480101,3.402111,-0.683368,0.535751,1.203340,-0.955832,-32.025607,-0.084788
3.109,-0.811033,0.485399,3.413730,-0.684805,0.529790,1.161894,-0.946834,-32.026218,-0.085444
3.119,-0.817895,0.490634,3.424928,-0.686188,0.523577,1.119861,-0.937797,-32.026826,-0.086096
3.129,-0.824771,0.495805,3.435701,-0.687518,0.517114,1.077274,-0.928724,-32.027431,-0.086746
3.139,-0.831658,0.500910,3.446043,-0.688798,0.510404,1.034166,-0.919614,-32.028033,-0.087393
3.149,-0.838559,0.505944,3.455948,-0.690028,0.503451,0.990569,-0.910468,-32.028632,-0.088036
3.159,-0.845471,0.510907,3.465413,-0.691210,0.496257,0.946514,-0.901286,-32.029228,-0.088677
3.169,-0.852394,0.515795,3.474434,-0.692346,0.488826,0.902031,-0.892068,-32.029820,-0.089314
3.179,-0.859329,0.520606,3.483005,-0.693435,0.481162,0.857148,-0.882815,-32.030410,-0.089948
3.189,-0.866273,0.525339,3.491124,-0.694479,0.473270,0.811896,-0.873528,-32.030996,-0.090579
3.199,-0.873228,0.529991,3.498787,-0.695480,0.465154,0.766299,-0.864206,-32.031578,-0.091206
3.209,-0.880193,0.534559,3.505991,-0.696436,0.456820,0.720386,-0.854850,-32.032157,-0.091830
3.219,-0.887166,0.539042,3.512733,-0.697350,0.448271,0.674182,-0.845461,-32.032733,-0.092451
3.229,-0.894148,0.543437,3.519010,-0.698222,0.439514,0.627711,-0.836038,-32.033305,-0.093068
3.239,-0.901139,0.547742,3.524820,-0.699052,0.430554,0.580997,-0.826583,-32.033873,-0.093681
3.249,-0.908137,0.551956,3.530161,-0.699840,0.421397,0.534063,-0.817096,-32.034438,-0.094291
3.259,-0.915143,0.556077,3.535030,-0.700587,0.412049,0.486932,-0.807577,-32.034999,-0.094897
3.269,-0.922156,0.560102,3.539426,-0.701292,0.402515,0.439624,-0.798026,-32.035556,-0.095499
3.279,-0.929176,0.564030,3.543348,-0.701956,0.392804,0.392161,-0.788444,-32.036109,-0.096097
3.289,-0.936201,0.567859,3.546793,-0.702579,0.382920,0.344563,-0.778832,-32.036659,-0.096692
3.299,-0.943233,0.571588,3.549762,-0.703160,0.372870,0.296847,-0.769189,-32.037204,-0.097282
3.309,-0.950270,0.575214,3.552252,-0.703700,0.362662,0.249034,-0.759516,-32.037746,-0.097869
3.319,-0.957312,0.578737,3.554264,-0.704197,0.352302,0.201142,-0.749814,-32.038283,-0.098451
3.329,-0.964359,0.582155,3.555796,-0.704652,0.341797,0.153186,-0.740083,-32.038817,-0.099030
3.339,-0.971409,0.585467,3.556847,-0.705064,0.331155,0.105185,-0.730323,-32.039346,-0.099604
3.349,-0.978463,0.588671,3.557419,-0.705432,0.320382,0.057155,-0.720535,-32.039871,-0.100174
3.359,-0.985521,0.591766,3.557510,-0.705757,0.309486,0.009111,-0.710720,-32.040392,-0.100740
3.369,-0.992581,0.594750,3.557121,-0.706037,0.298474,-0.038930,-0.700876,-32.040908,-0.101301
3.379,-0.999644,0.597624,3.556251,-0.706271,0.287354,-0.086954,-0.691006,-32.041421,-0.101858
3.389,-1.006709,0.600385,3.554902,-0.706460,0.276134,-0.134946,-0.681109,-32.041928,-0.102411
3.399,-1.013775,0.603034,3.553073,-0.706602,0.264822,-0.182890,-0.671186,-32.042432,-0.102959
3.409,-1.020842,0.605568,3.550765,-0.706696,0.253424,-0.230773,-0.661237,-32.042931,-0.103503
3.419,-1.027909,0.607987,3.547979,-0.706743,0.241949,-0.278580,-0.651262,-32.043425,-0.104042
3.429,-1.034977,0.610291,3.544716,-0.706740,0.230405,-0.326297,-0.641263,-32.043915,-0.104577
3.439,-1.042043,0.612479,3.540977,-0.706688,0.218801,-0.373910,-0.631238,-32.044400,-0.105107
3.449,-1.049109,0.614551,3.536763,-0.706585,0.207143,-0.421404,-0.621190,-32.044881,-0.105632
3.459,-1.056174,0.616505,3.532076,-0.706431,0.195440,-0.468765,-0.611118,-32.045356,-0.106153
3.469,-1.063236,0.618342,3.526916,-0.706224,0.183700,-0.515978,-0.601022,-32.045827,-0.106668
3.479,-1.070295,0.620061,3.521285,-0.705965,0.171931,-0.563030,-0.590904,-32.046294,-0.107179
3.489,-1.077352,0.621663,3.515186,-0.705652,0.160142,-0.609904,-0.580763,-32.046755,-0.107685
3.499,-1.084405,0.623146,3.508621,-0.705285,0.148341,-0.656587,-0.570599,-32.047212,-0.108186
3.509,-1.091453,0.624512,3.501590,-0.704863,0.136535,-0.703062,-0.560414,-32.047663,-0.108682
3.519,-1.098497,0.625759,3.494097,-0.704385,0.124733,-0.749313,-0.550207,-32.048110,-0.109174
3.529,-1.105536,0.626888,3.486144,-0.703851,0.112944,-0.795325,-0.539980,-32.048552,-0.109660
3.539,-1.112568,0.627900,3.477733,-0.703260,0.101175,-0.841081,-0.529732,-32.048988,-0.110141
3.549,-1.119595,0.628794,3.468867,-0.702612,0.089434,-0.886564,-0.519463,-32.049420,-0.110617
3.559,-1.126614,0.629572,3.459550,-0.701906,0.077730,-0.931755,-0.509175,-32.049846,-0.111087
3.569,-1.133625,0.630232,3.449783,-0.701142,0.066070,-0.976637,-0.498868,-32.050268,-0.111553
3.579,-1.140628,0.630777,3.439571,-0.700319,0.054462,-1.021190,-0.488541,-32.050684,-0.112013
3.589,-1.147623,0.631206,3.428917,-0.699438,0.042914,-1.065395,-0.478196,-32.051095,-0.112468
3.599,-1.154608,0.631521,3.417825,-0.698499,0.031434,-1.109232,-0.467833,-32.051501,-0.112917
3.609,-1.161583,0.631721,3.406298,-0.697500,0.020029,-1.152679,-0.457452,-32.051901,-0.113362
3.619,-1.168547,0.631808,3.394341,-0.696443,0.008707,-1.195714,-0.447054,-32.052296,-0.113800
3.629,-1.175500,0.631783,3.381958,-0.695327,-0.002526,-1.238316,-0.436639,-32.052686,-0.114234
3.639,-1.182442,0.631646,3.369153,-0.694153,-0.013662,-1.280460,-0.426207,-32.053070,-0.114662
3.649,-1.189371,0.631399,3.355932,-0.692921,-0.024694,-1.322123,-0.415759,-32.053449,-0.115084
3.659,-1.196287,0.631043,3.342299,-0.691632,-0.035617,-1.363279,-0.405295,-32.053822,-0.115501
3.669,-1.203190,0.630579,3.328260,-0.690286,-0.046424,-1.403902,-0.394816,-32.054190,-0.115912
3.679,-1.210079,0.630008,3.313821,-0.688885,-0.057109,-1.443966,-0.384322,-32.054552,-0.116318
3.689,-1.216953,0.629331,3.298986,-0.687428,-0.067666,-1.483444,-0.373814,-32.054909,-0.116718
3.699,-1.223813,0.628550,3.283763,-0.685918,-0.078091,-1.522306,-0.363291,-32.055260,-0.117112
3.709,-1.230656,0.627666,3.268158,-0.684355,-0.088378,-1.560523,-0.352755,-32.055606,-0.117501
3.719,-1.237483,0.626681,3.252177,-0.682741,-0.098523,-1.598066,-0.342205,-32.055946,-0.117884
3.729,-1.244294,0.625596,3.235828,-0.681077,-0.108521,-1.634903,-0.331643,-32.056280,-0.118261
3.739,-1.251088,0.624412,3.219118,-0.679365,-0.118370,-1.671003,-0.321068,-32.056609,-0.118632
3.749,-1.257864,0.623131,3.202055,-0.677606,-0.128065,-1.706334,-0.310481,-32.056932,-0.118998
3.759,-1.264622,0.621755,3.184646,-0.675803,-0.137605,-1.740861,-0.299882,-32.057249,-0.119358
3.769,-1.271362,0.620286,3.166901,-0.673957,-0.146986,-1.774552,-0.289272,-32.057560,-0.119711
3.779,-1.278082,0.618724,3.148827,-0.672071,-0.156207,-1.807372,-0.278651,-32.057866,-0.120059
3.789,-1.284784,0.617071,3.130434,-0.670147,-0.165268,-1.839285,-0.268019,-32.058166,-0.120401
3.799,-1.291466,0.615329,3.111732,-0.668188,-0.174166,-1.870258,-0.257377,-32.058459,-0.120737
3.809,-1.298128,0.613500,3.092729,-0.666196,-0.182903,-1.900252,-0.246726,-32.058747,-0.121067
3.819,-1.304769,0.611585,3.073437,-0.664174,-0.191478,-1.929233,-0.236065,-32.059030,-0.121391
3.829,-1.311391,0.609586,3.053865,-0.662124,-0.199892,-1.957163,-0.225396,-32.059306,-0.121709
3.839,-1.317991,0.607505,3.034025,-0.660050,-0.208148,-1.984007,-0.214718,-32.059576,-0.122021
3.849,-1.324571,0.605329,3.014025,-0.658007,-0.217636,-2.000000,-0.204032,-32.059841,0.718142
3.859,-1.331131,0.603037,2.994025,-0.656031,-0.229118,-2.000000,-0.193338,-32.060099,1.995092
3.869,-1.337672,0.600634,2.974025,-0.654048,-0.240330,-2.000000,-0.182637,-32.060351,1.886121
3.879,-1.344192,0.598121,2.954025,-0.652059,-0.251267,-2.000000,-0.171929,-32.060598,1.775695
3.889,-1.350693,0.595502,2.934025,-0.650066,-0.261927,-2.000000,-0.161215,-32.060838,1.663852
3.899,-1.357174,0.592779,2.914025,-0.648070,-0.272307,-2.000000,-0.150495,-32.061073,1.550629
3.909,-1.363635,0.589955,2.894025,-0.646073,-0.282402,-2.000000,-0.139769,-32.061301,1.436069
3.919,-1.370075,0.587033,2.874025,-0.644077,-0.292212,-2.000000,-0.129037,-32.061523,1.320215
3.929,-1.376496,0.584016,2.854025,-0.642082,-0.301733,-2.000000,-0.118301,-32.061739,1.203113
3.939,-1.382897,0.580906,2.834025,-0.640091,-0.310963,-2.000000,-0.107561,-32.061949,1.084813
3.949,-1.389278,0.577707,2.814025,-0.638105,-0.319900,-2.000000,-0.096816,-32.062153,0.965367
3.959,-1.395639,0.574422,2.794025,-0.636125,-0.328543,-2.000000,-0.086068,-32.062351,0.844829
3.969,-1.401981,0.571053,2.774025,-0.634152,-0.336889,-2.000000,-0.075317,-32.062543,0.723256
3.979,-1.408303,0.567603,2.754025,-0.632189,-0.344938,-2.000000,-0.064562,-32.062728,0.600707
3.989,-1.414605,0.564076,2.734025,-0.630237,-0.352689,-2.000000,-0.053806,-32.062908,0.477243
3.999,-1.420888,0.560475,2.714025,-0.628296,-0.360140,-2.000000,-0.043047,-32.063081,0.352929
4.009,-1.427152,0.556802,2.694025,-0.626369,-0.367291,-2.000000,-0.032287,-32.063248,0.227830
4.019,-1.433396,0.553061,2.674025,-0.624456,-0.374142,-2.000000,-0.021525,-32.063409,0.102015
4.029,-1.439622,0.549254,2.654025,-0.622559,-0.380692,-2.000000,-0.010763,-32.063564,-0.024445
4.039,-1.445829,0.545384,2.634028,-0.620681,-0.386987,-1.999707,0.000000,-32.063712,-0.126963
